ymd,pref,pref_sub,area,temperature,humidity,hukai_index
2018/1/1,aichi,愛知,名古屋,4.8,77.0,42.83604
2018/1/2,aichi,愛知,名古屋,5.0,70.0,43.80499999999999
2018/1/3,aichi,愛知,名古屋,3.7,63.0,42.59569
2018/1/4,aichi,愛知,名古屋,3.1,59.0,42.184709999999995
2018/1/5,aichi,愛知,名古屋,3.4,62.0,42.274919999999995
2018/1/6,aichi,愛知,名古屋,3.8,64.0,42.63368
2018/1/7,aichi,愛知,名古屋,5.3,47.0,46.338089999999994
2018/1/8,aichi,愛知,名古屋,5.3,83.0,43.07901
2018/1/9,aichi,愛知,名古屋,6.5,73.0,45.82355
2018/1/10,aichi,愛知,名古屋,4.5,58.0,44.234899999999996
2018/1/11,aichi,愛知,名古屋,2.6,41.0,43.59833999999999
2018/1/12,aichi,愛知,名古屋,0.7,55.0,39.38314999999999
2018/1/13,aichi,愛知,名古屋,1.3,70.0,38.2439
2018/1/14,aichi,愛知,名古屋,2.8,58.0,41.88176
2018/1/15,aichi,愛知,名古屋,5.0,60.0,44.739999999999995
2018/1/16,aichi,愛知,名古屋,7.7,67.0,48.06341
2018/1/17,aichi,愛知,名古屋,8.8,91.0,48.34292
2018/1/18,aichi,愛知,名古屋,9.9,66.0,51.34966
2018/1/19,aichi,愛知,名古屋,8.0,48.0,49.7176
2018/1/20,aichi,愛知,名古屋,6.3,61.0,46.48457
2018/1/21,aichi,愛知,名古屋,6.3,59.0,46.64583
2018/1/22,aichi,愛知,名古屋,3.6,75.0,41.164
2018/1/23,aichi,愛知,名古屋,3.7,69.0,41.95747
2018/1/24,aichi,愛知,名古屋,0.2,56.0,38.564879999999995
2018/1/25,aichi,愛知,名古屋,-1.1,58.0,36.48338
2018/1/26,aichi,愛知,名古屋,-0.5,66.0,36.1303
2018/1/27,aichi,愛知,名古屋,0.3,57.0,38.56129
2018/1/28,aichi,愛知,名古屋,0.0,68.0,36.57599999999999
2018/1/29,aichi,愛知,名古屋,2.6,72.0,39.96328
2018/1/30,aichi,愛知,名古屋,2.1,66.0,39.93514
2018/1/31,aichi,愛知,名古屋,3.1,60.0,42.072399999999995
2018/2/1,aichi,愛知,名古屋,3.8,72.0,41.790639999999996
2018/2/2,aichi,愛知,名古屋,5.0,77.0,43.150499999999994
2018/2/3,aichi,愛知,名古屋,5.1,66.0,44.32534
2018/2/4,aichi,愛知,名古屋,3.6,50.0,43.848
2018/2/5,aichi,愛知,名古屋,2.1,56.0,41.157239999999994
2018/2/6,aichi,愛知,名古屋,1.1,39.0,42.038709999999995
2018/2/7,aichi,愛知,名古屋,0.8,52.0,39.92384
2018/2/8,aichi,愛知,名古屋,1.5,61.0,39.697849999999995
2018/2/9,aichi,愛知,名古屋,3.0,48.0,43.291599999999995
2018/2/10,aichi,愛知,名古屋,4.3,65.0,43.25505
2018/2/11,aichi,愛知,名古屋,4.4,68.0,43.102079999999994
2018/2/12,aichi,愛知,名古屋,2.3,46.0,42.632419999999996
2018/2/13,aichi,愛知,名古屋,2.4,52.0,42.043519999999994
2018/2/14,aichi,愛知,名古屋,3.9,54.0,43.82194
2018/2/15,aichi,愛知,名古屋,6.8,55.0,47.645599999999995
2018/2/16,aichi,愛知,名古屋,6.4,41.0,48.218759999999996
2018/2/17,aichi,愛知,名古屋,4.0,60.0,43.336
2018/2/18,aichi,愛知,名古屋,2.5,45.0,43.00375
2018/2/19,aichi,愛知,名古屋,4.4,49.0,44.99144
2018/2/20,aichi,愛知,名古屋,7.1,46.0,48.70634
2018/2/21,aichi,愛知,名古屋,5.7,47.0,46.848209999999995
2018/2/22,aichi,愛知,名古屋,5.3,46.0,46.428619999999995
2018/2/23,aichi,愛知,名古屋,5.9,48.0,47.018679999999996
2018/2/24,aichi,愛知,名古屋,5.9,58.0,46.172779999999996
2018/2/25,aichi,愛知,名古屋,6.6,46.0,48.07364
2018/2/26,aichi,愛知,名古屋,9.1,40.0,51.55459999999999
2018/2/27,aichi,愛知,名古屋,8.3,41.0,50.52897
2018/2/28,aichi,愛知,名古屋,9.9,43.0,52.384429999999995
2018/3/1,aichi,愛知,名古屋,11.9,59.0,54.45279
2018/3/2,aichi,愛知,名古屋,7.0,41.0,48.948299999999996
2018/3/3,aichi,愛知,名古屋,8.6,48.0,50.48872
2018/3/4,aichi,愛知,名古屋,12.3,62.0,54.94674
2018/3/5,aichi,愛知,名古屋,11.8,88.0,53.554159999999996
2018/3/6,aichi,愛知,名古屋,9.0,47.0,51.0567
2018/3/7,aichi,愛知,名古屋,7.6,53.0,48.86472
2018/3/8,aichi,愛知,名古屋,9.5,80.0,50.07899999999999
2018/3/9,aichi,愛知,名古屋,9.6,67.0,50.86268
2018/3/10,aichi,愛知,名古屋,6.4,46.0,47.82056
2018/3/11,aichi,愛知,名古屋,7.3,47.0,48.88869
2018/3/12,aichi,愛知,名古屋,9.3,35.0,52.05045
2018/3/13,aichi,愛知,名古屋,11.4,50.0,54.027
2018/3/14,aichi,愛知,名古屋,14.7,53.0,58.341089999999994
2018/3/15,aichi,愛知,名古屋,15.8,61.0,59.91662
2018/3/16,aichi,愛知,名古屋,10.4,76.0,51.68096
2018/3/17,aichi,愛知,名古屋,8.0,45.0,49.909
2018/3/18,aichi,愛知,名古屋,11.4,60.0,53.7256
2018/3/19,aichi,愛知,名古屋,12.8,81.0,55.34932
2018/3/20,aichi,愛知,名古屋,10.0,89.0,50.483999999999995
2018/3/21,aichi,愛知,名古屋,7.3,92.0,45.705839999999995
2018/3/22,aichi,愛知,名古屋,9.7,74.0,50.681219999999996
2018/3/23,aichi,愛知,名古屋,9.3,57.0,50.92999
2018/3/24,aichi,愛知,名古屋,10.8,45.0,53.4244
2018/3/25,aichi,愛知,名古屋,13.4,45.0,56.6887
2018/3/26,aichi,愛知,名古屋,14.5,53.0,58.074149999999996
2018/3/27,aichi,愛知,名古屋,15.2,54.0,59.015919999999994
2018/3/28,aichi,愛知,名古屋,16.7,51.0,60.96583
2018/3/29,aichi,愛知,名古屋,17.1,50.0,61.4655
2018/3/30,aichi,愛知,名古屋,14.1,30.0,57.6187
2018/3/31,aichi,愛知,名古屋,13.4,52.0,56.61632
2018/4/1,aichi,愛知,名古屋,16.0,62.0,60.2148
2018/4/2,aichi,愛知,名古屋,19.0,55.0,64.1705
2018/4/3,aichi,愛知,名古屋,19.8,55.0,65.2541
2018/4/4,aichi,愛知,名古屋,19.2,58.0,64.58264
2018/4/5,aichi,愛知,名古屋,15.2,62.0,59.075759999999995
2018/4/6,aichi,愛知,名古屋,17.2,81.0,62.44167999999999
2018/4/7,aichi,愛知,名古屋,10.7,59.0,52.779869999999995
2018/4/8,aichi,愛知,名古屋,8.3,50.0,49.9815
2018/4/9,aichi,愛知,名古屋,10.2,55.0,52.250899999999994
2018/4/10,aichi,愛知,名古屋,13.5,51.0,56.75815
2018/4/11,aichi,愛知,名古屋,16.5,70.0,61.0895
2018/4/12,aichi,愛知,名古屋,18.0,51.0,62.675200000000004
2018/4/13,aichi,愛知,名古屋,14.5,33.0,58.06315
2018/4/14,aichi,愛知,名古屋,14.5,66.0,58.0813
2018/4/15,aichi,愛知,名古屋,13.0,75.0,55.75749999999999
2018/4/16,aichi,愛知,名古屋,13.6,51.0,56.88964
2018/4/17,aichi,愛知,名古屋,13.3,75.0,56.22325
2018/4/18,aichi,愛知,名古屋,15.7,73.0,59.924389999999995
2018/4/19,aichi,愛知,名古屋,16.8,62.0,61.35384
2018/4/20,aichi,愛知,名古屋,19.6,46.0,64.52384
2018/4/21,aichi,愛知,名古屋,19.8,55.0,65.2541
2018/4/22,aichi,愛知,名古屋,21.1,54.0,66.94906
2018/4/23,aichi,愛知,名古屋,20.2,62.0,66.19476
2018/4/24,aichi,愛知,名古屋,18.4,82.0,64.41512
2018/4/25,aichi,愛知,名古屋,17.9,75.0,63.36475
2018/4/26,aichi,愛知,名古屋,17.7,54.0,62.37742
2018/4/27,aichi,愛知,名古屋,18.9,58.0,64.16738
2018/4/28,aichi,愛知,名古屋,19.1,42.0,63.706779999999995
2018/4/29,aichi,愛知,名古屋,19.4,51.0,64.51606
2018/4/30,aichi,愛知,名古屋,19.0,61.0,64.44109999999999
2018/5/1,aichi,愛知,名古屋,21.5,51.0,67.27735
2018/5/2,aichi,愛知,名古屋,19.4,77.0,65.79162
2018/5/3,aichi,愛知,名古屋,18.9,68.0,64.60848
2018/5/4,aichi,愛知,名古屋,15.6,45.0,59.4508
2018/5/5,aichi,愛知,名古屋,18.3,44.0,62.80248
2018/5/6,aichi,愛知,名古屋,19.5,55.0,64.84774999999999
2018/5/7,aichi,愛知,名古屋,16.8,96.0,62.14672
2018/5/8,aichi,愛知,名古屋,17.5,85.0,63.04625
2018/5/9,aichi,愛知,名古屋,16.4,69.0,60.91983999999999
2018/5/10,aichi,愛知,名古屋,14.8,51.0,58.46752
2018/5/11,aichi,愛知,名古屋,16.7,48.0,60.89883999999999
2018/5/12,aichi,愛知,名古屋,19.2,54.0,64.39432
2018/5/13,aichi,愛知,名古屋,17.7,90.0,63.5377
2018/5/14,aichi,愛知,名古屋,20.9,64.0,67.31924
2018/5/15,aichi,愛知,名古屋,21.9,58.0,68.31997999999999
2018/5/16,aichi,愛知,名古屋,22.5,66.0,69.7885
2018/5/17,aichi,愛知,名古屋,24.1,68.0,72.32112000000001
2018/5/18,aichi,愛知,名古屋,25.6,69.0,74.65636
2018/5/19,aichi,愛知,名古屋,18.0,64.0,63.1328
2018/5/20,aichi,愛知,名古屋,17.2,56.0,61.759679999999996
2018/5/21,aichi,愛知,名古屋,20.1,52.0,65.49248
2018/5/22,aichi,愛知,名古屋,20.3,55.0,65.93135
2018/5/23,aichi,愛知,名古屋,17.7,81.0,63.24763
2018/5/24,aichi,愛知,名古屋,21.3,55.0,67.28585
2018/5/25,aichi,愛知,名古屋,23.0,45.0,68.7415
2018/5/26,aichi,愛知,名古屋,22.8,56.0,69.40032
2018/5/27,aichi,愛知,名古屋,23.7,53.0,70.35338999999999
2018/5/28,aichi,愛知,名古屋,22.4,68.0,69.79968
2018/5/29,aichi,愛知,名古屋,22.7,67.0,70.16291
2018/5/30,aichi,愛知,名古屋,19.5,83.0,66.24915
2018/5/31,aichi,愛知,名古屋,17.2,92.0,62.74176
2018/6/1,aichi,愛知,名古屋,21.3,62.0,67.76094
2018/6/2,aichi,愛知,名古屋,22.4,61.0,69.24835999999999
2018/6/3,aichi,愛知,名古屋,22.9,62.0,70.03902
2018/6/4,aichi,愛知,名古屋,23.9,60.0,71.2756
2018/6/5,aichi,愛知,名古屋,23.6,64.0,71.21696
2018/6/6,aichi,愛知,名古屋,19.4,93.0,66.57657999999999
2018/6/7,aichi,愛知,名古屋,22.6,81.0,71.14594
2018/6/8,aichi,愛知,名古屋,22.6,82.0,71.22668
2018/6/9,aichi,愛知,名古屋,24.1,69.0,72.41671
2018/6/10,aichi,愛知,名古屋,21.3,78.0,68.84685999999999
2018/6/11,aichi,愛知,名古屋,24.1,76.0,73.08583999999999
2018/6/12,aichi,愛知,名古屋,23.7,63.0,71.26969
2018/6/13,aichi,愛知,名古屋,22.7,56.0,69.26388
2018/6/14,aichi,愛知,名古屋,22.6,62.0,69.61188
2018/6/15,aichi,愛知,名古屋,21.6,77.0,69.25068
2018/6/16,aichi,愛知,名古屋,21.2,60.0,67.48479999999999
2018/6/17,aichi,愛知,名古屋,21.8,67.0,68.83694
2018/6/18,aichi,愛知,名古屋,21.0,77.0,68.3073
2018/6/19,aichi,愛知,名古屋,23.1,73.0,71.26637
2018/6/20,aichi,愛知,名古屋,20.9,96.0,69.36435999999999
2018/6/21,aichi,愛知,名古屋,23.3,71.0,71.39757
2018/6/22,aichi,愛知,名古屋,24.5,51.0,71.22205
2018/6/23,aichi,愛知,名古屋,20.3,79.0,67.32263
2018/6/24,aichi,愛知,名古屋,24.3,62.0,72.03234
2018/6/25,aichi,愛知,名古屋,27.4,52.0,75.16351999999999
2018/6/26,aichi,愛知,名古屋,26.6,69.0,76.14946
2018/6/27,aichi,愛知,名古屋,27.1,72.0,77.27188000000001
2018/6/28,aichi,愛知,名古屋,26.8,75.0,77.182
2018/6/29,aichi,愛知,名古屋,26.4,78.0,76.91608
2018/6/30,aichi,愛知,名古屋,27.3,75.0,77.95824999999999
2018/7/1,aichi,愛知,名古屋,27.9,68.0,77.95728
2018/7/2,aichi,愛知,名古屋,28.0,66.0,77.8372
2018/7/3,aichi,愛知,名古屋,27.2,68.0,76.91904
2018/7/4,aichi,愛知,名古屋,25.7,84.0,76.47711999999999
2018/7/5,aichi,愛知,名古屋,24.6,93.0,75.57622
2018/7/6,aichi,愛知,名古屋,24.3,93.0,75.05701
2018/7/7,aichi,愛知,名古屋,25.5,84.0,76.1488
2018/7/8,aichi,愛知,名古屋,26.9,73.0,77.09063
2018/7/9,aichi,愛知,名古屋,27.7,68.0,77.66064
2018/7/10,aichi,愛知,名古屋,28.5,65.0,78.42975
2018/7/11,aichi,愛知,名古屋,29.7,59.0,79.26777
2018/7/12,aichi,愛知,名古屋,29.4,58.0,78.70148
2018/7/13,aichi,愛知,名古屋,29.7,58.0,79.11674
2018/7/14,aichi,愛知,名古屋,30.8,54.0,79.99168
2018/7/15,aichi,愛知,名古屋,31.2,57.0,81.02716
2018/7/16,aichi,愛知,名古屋,31.5,60.0,81.946
2018/7/17,aichi,愛知,名古屋,31.0,64.0,81.89959999999999
2018/7/18,aichi,愛知,名古屋,32.0,61.0,82.8218
2018/7/19,aichi,愛知,名古屋,31.0,65.0,82.0635
2018/7/20,aichi,愛知,名古屋,30.8,63.0,81.44896
2018/7/21,aichi,愛知,名古屋,30.5,63.0,81.01885
2018/7/22,aichi,愛知,名古屋,32.7,51.0,82.00423
2018/7/23,aichi,愛知,名古屋,33.3,46.0,81.85982
2018/7/24,aichi,愛知,名古屋,32.2,52.0,81.52256
2018/7/25,aichi,愛知,名古屋,30.8,63.0,81.44896
2018/7/26,aichi,愛知,名古屋,29.3,62.0,79.15134
2018/7/27,aichi,愛知,名古屋,28.4,58.0,77.31728
2018/7/28,aichi,愛知,名古屋,29.2,59.0,78.57072
2018/7/29,aichi,愛知,名古屋,28.4,68.0,78.69888
2018/7/30,aichi,愛知,名古屋,29.6,58.0,78.97832
2018/7/31,aichi,愛知,名古屋,29.9,61.0,79.85261
2018/8/1,aichi,愛知,名古屋,31.0,58.0,80.9162
2018/8/2,aichi,愛知,名古屋,33.1,51.0,82.53019
2018/8/3,aichi,愛知,名古屋,32.8,45.0,81.0454
2018/8/4,aichi,愛知,名古屋,31.7,52.0,80.86016
2018/8/5,aichi,愛知,名古屋,32.7,53.0,82.36569
2018/8/6,aichi,愛知,名古屋,33.0,49.0,82.0313
2018/8/7,aichi,愛知,名古屋,29.6,58.0,78.97832
2018/8/8,aichi,愛知,名古屋,30.2,52.0,78.87296
2018/8/9,aichi,愛知,名古屋,31.5,54.0,80.93289999999999
2018/8/10,aichi,愛知,名古屋,30.8,61.0,81.12512000000001
2018/8/11,aichi,愛知,名古屋,31.3,61.0,81.83207
2018/8/12,aichi,愛知,名古屋,28.2,74.0,79.21932
2018/8/13,aichi,愛知,名古屋,29.6,70.0,80.7788
2018/8/14,aichi,愛知,名古屋,30.2,65.0,80.9007
2018/8/15,aichi,愛知,名古屋,26.9,79.0,77.83049
2018/8/16,aichi,愛知,名古屋,27.9,74.0,78.75654
2018/8/17,aichi,愛知,名古屋,26.5,38.0,72.3003
2018/8/18,aichi,愛知,名古屋,25.0,50.0,71.775
2018/8/19,aichi,愛知,名古屋,25.5,52.0,72.6464
2018/8/20,aichi,愛知,名古屋,26.2,65.0,75.0867
2018/8/21,aichi,愛知,名古屋,28.9,70.0,79.7267
2018/8/22,aichi,愛知,名古屋,30.4,60.0,80.4016
2018/8/23,aichi,愛知,名古屋,28.8,67.0,79.15004
2018/8/24,aichi,愛知,名古屋,28.0,79.0,79.58179999999999
2018/8/25,aichi,愛知,名古屋,29.8,70.0,81.07939999999999
2018/8/26,aichi,愛知,名古屋,31.1,57.0,80.88973
2018/8/27,aichi,愛知,名古屋,31.1,52.0,80.06528
2018/8/28,aichi,愛知,名古屋,29.5,58.0,78.8399
2018/8/29,aichi,愛知,名古屋,30.1,59.0,79.82541
2018/8/30,aichi,愛知,名古屋,29.7,61.0,79.56983
2018/8/31,aichi,愛知,名古屋,28.6,69.0,79.13566
2018/9/1,aichi,愛知,名古屋,24.5,85.0,74.60675
2018/9/2,aichi,愛知,名古屋,25.6,72.0,74.98768
2018/9/3,aichi,愛知,名古屋,26.7,68.0,76.17743999999999
2018/9/4,aichi,愛知,名古屋,25.8,83.0,76.52886000000001
2018/9/5,aichi,愛知,名古屋,27.5,69.0,77.49325
2018/9/6,aichi,愛知,名古屋,26.6,66.0,75.78844000000001
2018/9/7,aichi,愛知,名古屋,26.6,78.0,77.23252
2018/9/8,aichi,愛知,名古屋,26.2,74.0,76.13412
2018/9/9,aichi,愛知,名古屋,26.2,80.0,76.8324
2018/9/10,aichi,愛知,名古屋,23.7,85.0,73.28555
2018/9/11,aichi,愛知,名古屋,22.4,76.0,70.42975999999999
2018/9/12,aichi,愛知,名古屋,21.3,82.0,69.11833999999999
2018/9/13,aichi,愛知,名古屋,23.3,68.0,71.13456
2018/9/14,aichi,愛知,名古屋,22.3,87.0,71.12899
2018/9/15,aichi,愛知,名古屋,22.5,92.0,71.862
2018/9/16,aichi,愛知,名古屋,25.9,73.0,75.55793
2018/9/17,aichi,愛知,名古屋,26.3,59.0,74.52783
2018/9/18,aichi,愛知,名古屋,25.1,53.0,72.22197
2018/9/19,aichi,愛知,名古屋,24.1,51.0,70.69609
2018/9/20,aichi,愛知,名古屋,20.2,81.0,67.27738
2018/9/21,aichi,愛知,名古屋,20.0,91.0,67.505
2018/9/22,aichi,愛知,名古屋,23.5,73.0,71.87944999999999
2018/9/23,aichi,愛知,名古屋,24.3,63.0,72.12991
2018/9/24,aichi,愛知,名古屋,25.4,63.0,73.70698
2018/9/25,aichi,愛知,名古屋,21.1,73.0,68.20097
2018/9/26,aichi,愛知,名古屋,20.6,69.0,67.19086
2018/9/27,aichi,愛知,名古屋,19.3,76.0,65.58632
2018/9/28,aichi,愛知,名古屋,21.2,58.0,67.35104
2018/9/29,aichi,愛知,名古屋,18.7,85.0,65.02805
2018/9/30,aichi,愛知,名古屋,21.8,88.0,70.36616
2018/10/1,aichi,愛知,名古屋,22.8,53.0,69.15216000000001
2018/10/2,aichi,愛知,名古屋,20.2,56.0,65.85288
2018/10/3,aichi,愛知,名古屋,21.1,56.0,67.08084
2018/10/4,aichi,愛知,名古屋,20.3,71.0,66.85887
2018/10/5,aichi,愛知,名古屋,23.4,71.0,71.54885999999999
2018/10/6,aichi,愛知,名古屋,25.3,81.0,75.49807
2018/10/7,aichi,愛知,名古屋,24.4,64.0,72.37183999999999
2018/10/8,aichi,愛知,名古屋,22.4,56.0,68.85455999999999
2018/10/9,aichi,愛知,名古屋,22.3,60.0,69.0292
2018/10/10,aichi,愛知,名古屋,21.0,78.0,68.37219999999999
2018/10/11,aichi,愛知,名古屋,20.1,78.0,66.94821999999999
2018/10/12,aichi,愛知,名古屋,18.5,51.0,63.33265
2018/10/13,aichi,愛知,名古屋,18.4,54.0,63.318639999999995
2018/10/14,aichi,愛知,名古屋,18.9,70.0,64.69669999999999
2018/10/15,aichi,愛知,名古屋,16.8,82.0,61.82024
2018/10/16,aichi,愛知,名古屋,16.7,70.0,61.3901
2018/10/17,aichi,愛知,名古屋,18.6,57.0,63.71098
2018/10/18,aichi,愛知,名古屋,18.7,60.0,63.974799999999995
2018/10/19,aichi,愛知,名古屋,18.6,66.0,64.08124000000001
2018/10/20,aichi,愛知,名古屋,16.7,55.0,61.05515
2018/10/21,aichi,愛知,名古屋,16.7,48.0,60.89883999999999
2018/10/22,aichi,愛知,名古屋,16.9,54.0,61.301739999999995
2018/10/23,aichi,愛知,名古屋,16.3,57.0,60.55009
2018/10/24,aichi,愛知,名古屋,18.4,61.0,63.59276
2018/10/25,aichi,愛知,名古屋,17.6,50.0,62.117999999999995
2018/10/26,aichi,愛知,名古屋,17.7,66.0,62.764179999999996
2018/10/27,aichi,愛知,名古屋,18.1,70.0,63.494299999999996
2018/10/28,aichi,愛知,名古屋,15.3,56.0,59.16732
2018/10/29,aichi,愛知,名古屋,15.4,58.0,59.32268
2018/10/30,aichi,愛知,名古屋,15.1,55.0,58.88795
2018/10/31,aichi,愛知,名古屋,13.3,58.0,56.415859999999995
2018/11/1,aichi,愛知,名古屋,13.0,51.0,56.100699999999996
2018/11/2,aichi,愛知,名古屋,14.3,47.0,57.81579
2018/11/3,aichi,愛知,名古屋,15.0,53.0,58.741499999999995
2018/11/4,aichi,愛知,名古屋,14.6,82.0,58.25228
2018/11/5,aichi,愛知,名古屋,17.3,82.0,62.63114
2018/11/6,aichi,愛知,名古屋,17.0,88.0,62.2964
2018/11/7,aichi,愛知,名古屋,17.1,64.0,61.83356
2018/11/8,aichi,愛知,名古屋,17.7,69.0,62.86086999999999
2018/11/9,aichi,愛知,名古屋,17.0,88.0,62.2964
2018/11/10,aichi,愛知,名古屋,17.1,58.0,61.67582
2018/11/11,aichi,愛知,名古屋,14.6,52.0,58.20608
2018/11/12,aichi,愛知,名古屋,15.6,55.0,59.5652
2018/11/13,aichi,愛知,名古屋,15.6,55.0,59.5652
2018/11/14,aichi,愛知,名古屋,14.1,49.0,57.55391
2018/11/15,aichi,愛知,名古屋,13.2,47.0,56.41296
2018/11/16,aichi,愛知,名古屋,12.6,59.0,55.428659999999994
2018/11/17,aichi,愛知,名古屋,14.8,53.0,58.47456
2018/11/18,aichi,愛知,名古屋,13.6,51.0,56.88964
2018/11/19,aichi,愛知,名古屋,13.7,52.0,57.01376
2018/11/20,aichi,愛知,名古屋,12.2,38.0,55.33763999999999
2018/11/21,aichi,愛知,名古屋,11.4,44.0,54.20784
2018/11/22,aichi,愛知,名古屋,12.2,52.0,55.026559999999996
2018/11/23,aichi,愛知,名古屋,9.2,57.0,50.792559999999995
2018/11/24,aichi,愛知,名古屋,8.8,56.0,50.298719999999996
2018/11/25,aichi,愛知,名古屋,9.8,58.0,51.57116
2018/11/26,aichi,愛知,名古屋,11.9,62.0,54.377219999999994
2018/11/27,aichi,愛知,名古屋,14.0,58.0,57.3848
2018/11/28,aichi,愛知,名古屋,13.8,60.0,57.0952
2018/11/29,aichi,愛知,名古屋,12.6,52.0,55.55647999999999
2018/11/30,aichi,愛知,名古屋,10.6,54.0,52.83076
2018/12/1,aichi,愛知,名古屋,10.9,56.0,53.163959999999996
2018/12/2,aichi,愛知,名古屋,10.8,55.0,53.063599999999994
2018/12/3,aichi,愛知,名古屋,12.8,84.0,55.30048
2018/12/4,aichi,愛知,名古屋,15.6,92.0,59.988479999999996
2018/12/5,aichi,愛知,名古屋,15.7,54.0,59.68822
2018/12/6,aichi,愛知,名古屋,12.3,72.0,54.73444
2018/12/7,aichi,愛知,名古屋,11.9,58.0,54.47798
2018/12/8,aichi,愛知,名古屋,6.9,58.0,47.556979999999996
2018/12/9,aichi,愛知,名古屋,5.3,59.0,45.251729999999995
2018/12/10,aichi,愛知,名古屋,5.3,52.0,45.885439999999996
2018/12/11,aichi,愛知,名古屋,6.0,59.0,46.227599999999995
2018/12/12,aichi,愛知,名古屋,9.3,66.0,50.47162
2018/12/13,aichi,愛知,名古屋,7.7,45.0,49.53235
2018/12/14,aichi,愛知,名古屋,6.4,48.0,47.66128
2018/12/15,aichi,愛知,名古屋,5.2,44.0,46.485119999999995
2018/12/16,aichi,愛知,名古屋,5.6,53.0,46.195319999999995
2018/12/17,aichi,愛知,名古屋,8.6,71.0,49.157939999999996
2018/12/18,aichi,愛知,名古屋,7.5,59.0,48.318749999999994
2018/12/19,aichi,愛知,名古屋,7.7,63.0,48.33049
2018/12/20,aichi,愛知,名古屋,8.7,73.0,49.19548999999999
2018/12/21,aichi,愛知,名古屋,9.0,61.0,50.302099999999996
2018/12/22,aichi,愛知,名古屋,10.3,85.0,51.15545
2018/12/23,aichi,愛知,名古屋,10.8,80.0,52.1616
2018/12/24,aichi,愛知,名古屋,8.0,44.0,49.9728
2018/12/25,aichi,愛知,名古屋,5.8,50.0,46.718999999999994
2018/12/26,aichi,愛知,名古屋,7.4,63.0,47.90038
2018/12/27,aichi,愛知,名古屋,7.6,55.0,48.7292
2018/12/28,aichi,愛知,名古屋,2.9,54.0,42.47734
2018/12/29,aichi,愛知,名古屋,1.5,75.0,37.903749999999995
2018/12/30,aichi,愛知,名古屋,2.6,54.0,42.07396
2018/12/31,aichi,愛知,名古屋,3.6,50.0,43.848
2018/1/1,aichi,愛知,伊良湖,7.1,67.0,47.179429999999996
2018/1/2,aichi,愛知,伊良湖,6.9,64.0,47.10884
2018/1/3,aichi,愛知,伊良湖,4.9,66.0,44.03266
2018/1/4,aichi,愛知,伊良湖,4.9,65.0,44.12714999999999
2018/1/5,aichi,愛知,伊良湖,5.2,66.0,44.47168
2018/1/6,aichi,愛知,伊良湖,5.8,75.0,44.579499999999996
2018/1/7,aichi,愛知,伊良湖,6.5,57.0,47.08195
2018/1/8,aichi,愛知,伊良湖,6.8,92.0,44.845439999999996
2018/1/9,aichi,愛知,伊良湖,8.0,71.0,48.2502
2018/1/10,aichi,愛知,伊良湖,6.2,66.0,45.93508
2018/1/11,aichi,愛知,伊良湖,3.4,51.0,43.47765999999999
2018/1/12,aichi,愛知,伊良湖,2.5,55.0,41.82125
2018/1/13,aichi,愛知,伊良湖,3.3,63.0,42.022209999999994
2018/1/14,aichi,愛知,伊良湖,3.4,63.0,42.16558
2018/1/15,aichi,愛知,伊良湖,4.6,74.0,42.813959999999994
2018/1/16,aichi,愛知,伊良湖,7.0,81.0,46.000299999999996
2018/1/17,aichi,愛知,伊良湖,9.8,97.0,49.77794
2018/1/18,aichi,愛知,伊良湖,10.9,71.0,52.637609999999995
2018/1/19,aichi,愛知,伊良湖,8.6,62.0,49.67868
2018/1/20,aichi,愛知,伊良湖,7.4,67.0,47.62142
2018/1/21,aichi,愛知,伊良湖,7.8,66.0,48.27652
2018/1/22,aichi,愛知,伊良湖,4.9,82.0,42.52081999999999
2018/1/23,aichi,愛知,伊良湖,5.9,68.0,45.326879999999996
2018/1/24,aichi,愛知,伊良湖,1.9,46.0,42.126259999999995
2018/1/25,aichi,愛知,伊良湖,-0.1,70.0,36.1397
2018/1/26,aichi,愛知,伊良湖,1.4,63.0,39.298179999999995
2018/1/27,aichi,愛知,伊良湖,2.1,63.0,40.30177
2018/1/28,aichi,愛知,伊良湖,2.0,71.0,39.172799999999995
2018/1/29,aichi,愛知,伊良湖,4.4,69.0,43.00264
2018/1/30,aichi,愛知,伊良湖,3.2,62.0,41.990159999999996
2018/1/31,aichi,愛知,伊良湖,4.1,60.0,43.4764
2018/2/1,aichi,愛知,伊良湖,4.1,83.0,41.12096999999999
2018/2/2,aichi,愛知,伊良湖,5.0,86.0,42.309
2018/2/3,aichi,愛知,伊良湖,5.9,74.0,44.81934
2018/2/4,aichi,愛知,伊良湖,3.8,54.0,43.687479999999994
2018/2/5,aichi,愛知,伊良湖,2.9,53.0,42.591629999999995
2018/2/6,aichi,愛知,伊良湖,1.9,44.0,42.37464
2018/2/7,aichi,愛知,伊良湖,2.7,50.0,42.6735
2018/2/8,aichi,愛知,伊良湖,3.1,65.0,41.51085
2018/2/9,aichi,愛知,伊良湖,3.2,62.0,41.990159999999996
2018/2/10,aichi,愛知,伊良湖,4.3,79.0,41.84903
2018/2/11,aichi,愛知,伊良湖,5.4,68.0,44.58528
2018/2/12,aichi,愛知,伊良湖,3.1,53.0,42.85856999999999
2018/2/13,aichi,愛知,伊良湖,3.9,53.0,43.92633
2018/2/14,aichi,愛知,伊良湖,5.0,59.0,44.8335
